[INFO] [1754206742.261816571] [solver_node]: SolverNode启动，进入初始化阶段，需要收集100次激光数据进行标定...
[WARN] [1754206743.223284490] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206744.228060863] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206745.228789732] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206746.233951179] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206747.236674713] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206748.242950184] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206752.353074043] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206753.352713924] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206754.357295668] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206755.359269825] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206756.370969554] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206757.376721195] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206758.377077302] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206759.385004295] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206760.382543966] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206761.393728181] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206762.397897513] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206763.398831790] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206764.405475312] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206765.407111300] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206766.402092722] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206767.419682853] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206768.408956466] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206769.407548225] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206770.413528804] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206771.412527565] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206772.419467025] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206773.436420038] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206774.419541074] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206775.421606898] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206776.425428656] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206777.426261526] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206778.427603296] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206779.431182922] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206780.445192670] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206781.435243101] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206785.554370413] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206786.543707030] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206787.550885239] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206788.556492744] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206789.560853825] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206790.558611365] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206791.563572586] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206792.565874290] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206793.570073859] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206794.571786531] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206867.480592869] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206868.486108941] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206869.485798171] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206870.489181768] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206871.489192448] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206872.491387187] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206873.503007423] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206874.500869127] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206875.499656759] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206876.503149929] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206877.503779592] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206878.507220779] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206879.509842786] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206880.510965218] [solver_node]: 收到空的激光距离数据，跳过处理
[WARN] [1754206881.511740022] [solver_node]: 收到空的激光距离数据，跳过处理
[INFO] [1754207309.757512284] [solver_node]: 激光距离数据: [0.518 6.716 4.1   5.253 5.267]
[INFO] [1754207309.767947627] [solver_node]: 角度求解器返回 1 个解
[INFO] [1754207309.768919836] [solver_node]: 有效解: x=4.543, y=0.968, 距离=1.081
[INFO] [1754207309.769949648] [solver_node]: 选择最佳解: x=4.543, y=0.968, 距离=1.081
[INFO] [1754207309.771819086] [solver_node]: 发布laser_dist_link变换: x=4.543, y=0.968, angle=3.087
[INFO] [1754207309.772569780] [solver_node]: 成功发布laser_dist_link变换
[INFO] [1754207309.859190281] [solver_node]: 收到5个激光点，处理后5个有效点
[INFO] [1754207309.868329911] [solver_node]: 当前位置: x=4.065, y=-0.007, angle=3.087
[INFO] [1754207309.870393055] [solver_node]: 激光距离数据: [0.518 6.716 4.1   5.253 5.267]
[INFO] [1754207309.916892843] [solver_node]: 角度求解器返回 1 个解
[INFO] [1754207309.930967729] [solver_node]: 有效解: x=4.543, y=0.968, 距离=1.086
[INFO] [1754207309.947647195] [solver_node]: 选择最佳解: x=4.543, y=0.968, 距离=1.086
[INFO] [1754207309.950603984] [solver_node]: 发布laser_dist_link变换: x=4.543, y=0.968, angle=3.087
[INFO] [1754207309.951301204] [solver_node]: 成功发布laser_dist_link变换
[INFO] [1754207309.952541426] [solver_node]: 收到5个激光点，处理后5个有效点
[INFO] [1754207309.974701393] [solver_node]: 当前位置: x=4.071, y=-0.005, angle=3.086
[INFO] [1754207309.998122064] [solver_node]: 激光距离数据: [0.518 6.716 4.1   5.254 5.267]
[INFO] [1754207310.047762169] [solver_node]: 角度求解器返回 1 个解
[INFO] [1754207310.048691048] [solver_node]: 有效解: x=4.543, y=0.967, 距离=1.080
[INFO] [1754207310.049498192] [solver_node]: 选择最佳解: x=4.543, y=0.967, 距离=1.080
[INFO] [1754207310.050938809] [solver_node]: 发布laser_dist_link变换: x=4.543, y=0.967, angle=3.086
[INFO] [1754207310.051624188] [solver_node]: 成功发布laser_dist_link变换
[INFO] [1754207310.052759701] [solver_node]: 收到5个激光点，处理后5个有效点
[INFO] [1754207310.083292506] [solver_node]: 当前位置: x=4.066, y=0.006, angle=3.087
[INFO] [1754207310.099891967] [solver_node]: 激光距离数据: [0.518 6.716 4.1   5.254 5.267]
[INFO] [1754207310.126162829] [solver_node]: 角度求解器返回 1 个解
[INFO] [1754207310.127940551] [solver_node]: 有效解: x=4.543, y=0.967, 距离=1.074
[INFO] [1754207310.128768209] [solver_node]: 选择最佳解: x=4.543, y=0.967, 距离=1.074
[INFO] [1754207310.130681265] [solver_node]: 发布laser_dist_link变换: x=4.543, y=0.967, angle=3.087
[INFO] [1754207310.131369524] [solver_node]: 成功发布laser_dist_link变换
[INFO] [1754207310.153354377] [solver_node]: 收到5个激光点，处理后5个有效点
[INFO] [1754207310.157493882] [solver_node]: 当前位置: x=4.058, y=0.009, angle=3.087
[INFO] [1754207310.161823893] [solver_node]: 激光距离数据: [0.518 6.716 4.1   5.254 5.267]
[INFO] [1754207310.176948880] [solver_node]: 角度求解器返回 1 个解
[INFO] [1754207310.178903699] [solver_node]: 有效解: x=4.543, y=0.968, 距离=1.075
[INFO] [1754207310.189498697] [solver_node]: 选择最佳解: x=4.543, y=0.968, 距离=1.075
[INFO] [1754207310.206888247] [solver_node]: 发布laser_dist_link变换: x=4.543, y=0.968, angle=3.087
[INFO] [1754207310.207705856] [solver_node]: 成功发布laser_dist_link变换
[INFO] [1754207310.284265623] [solver_node]: 收到5个激光点，处理后5个有效点
[INFO] [1754207310.286986049] [solver_node]: 当前位置: x=4.054, y=0.009, angle=3.086
[INFO] [1754207310.288238368] [solver_node]: 激光距离数据: [0.518 6.716 4.1   5.254 5.267]
[INFO] [1754207310.293841339] [solver_node]: 角度求解器返回 1 个解
[INFO] [1754207310.294654532] [solver_node]: 有效解: x=4.543, y=0.966, 距离=1.075
[INFO] [1754207310.295392873] [solver_node]: 选择最佳解: x=4.543, y=0.966, 距离=1.075
[INFO] [1754207310.296763022] [solver_node]: 发布laser_dist_link变换: x=4.543, y=0.966, angle=3.086
[INFO] [1754207310.297486259] [solver_node]: 成功发布laser_dist_link变换
[INFO] [1754207310.382178724] [solver_node]: 收到5个激光点，处理后5个有效点
[INFO] [1754207310.411435977] [solver_node]: 当前位置: x=4.054, y=0.002, angle=3.087
[INFO] [1754207310.413906982] [solver_node]: 激光距离数据: [0.518 6.716 4.1   5.254 5.267]
[INFO] [1754207310.445295030] [solver_node]: 角度求解器返回 1 个解
[INFO] [1754207310.448164166] [solver_node]: 有效解: x=4.543, y=0.967, 距离=1.082
[INFO] [1754207310.449057907] [solver_node]: 选择最佳解: x=4.543, y=0.967, 距离=1.082
[INFO] [1754207310.450595105] [solver_node]: 发布laser_dist_link变换: x=4.543, y=0.967, angle=3.087
[INFO] [1754207310.451264099] [solver_node]: 成功发布laser_dist_link变换
[INFO] [1754207310.452233428] [solver_node]: 收到5个激光点，处理后5个有效点
[INFO] [1754207310.492654763] [solver_node]: 当前位置: x=4.065, y=0.003, angle=3.086
[INFO] [1754207310.495213837] [solver_node]: 激光距离数据: [0.518 6.716 4.1   5.254 5.267]
[INFO] [1754207310.504630824] [solver_node]: 角度求解器返回 1 个解
[INFO] [1754207310.518594696] [solver_node]: 有效解: x=4.543, y=0.966, 距离=1.075
[INFO] [1754207310.528596065] [solver_node]: 选择最佳解: x=4.543, y=0.966, 距离=1.075
[INFO] [1754207310.547241230] [solver_node]: 发布laser_dist_link变换: x=4.543, y=0.966, angle=3.086
[INFO] [1754207310.548201759] [solver_node]: 成功发布laser_dist_link变换
[INFO] [1754207310.559768166] [solver_node]: 收到5个激光点，处理后5个有效点
[INFO] [1754207310.582004808] [solver_node]: 当前位置: x=4.061, y=0.005, angle=3.087
[INFO] [1754207310.583962379] [solver_node]: 激光距离数据: [0.518 6.716 4.1   5.254 5.267]
[INFO] [1754207310.593964100] [solver_node]: 角度求解器返回 1 个解
[INFO] [1754207310.616748226] [solver_node]: 有效解: x=4.543, y=0.968, 距离=1.077
[INFO] [1754207310.617759925] [solver_node]: 选择最佳解: x=4.543, y=0.968, 距离=1.077
[INFO] [1754207310.619034773] [solver_node]: 发布laser_dist_link变换: x=4.543, y=0.968, angle=3.087
[INFO] [1754207310.619883776] [solver_node]: 成功发布laser_dist_link变换
[INFO] [1754207310.886636373] [solver_node]: 收到5个激光点，处理后5个有效点
[INFO] [1754207310.891266559] [solver_node]: 当前位置: x=4.064, y=0.008, angle=3.087
[INFO] [1754207310.892821197] [solver_node]: 激光距离数据: [0.518 6.716 4.1   5.254 5.267]
[INFO] [1754207310.896145845] [solver_node]: 角度求解器返回 1 个解
[INFO] [1754207310.896886010] [solver_node]: 有效解: x=4.543, y=0.968, 距离=1.073
[INFO] [1754207310.897695523] [solver_node]: 选择最佳解: x=4.543, y=0.968, 距离=1.073
[INFO] [1754207310.899023174] [solver_node]: 发布laser_dist_link变换: x=4.543, y=0.968, angle=3.087
[INFO] [1754207310.899695816] [solver_node]: 成功发布laser_dist_link变换
[INFO] [1754207311.033583148] [solver_node]: 收到5个激光点，处理后5个有效点
[INFO] [1754207311.038289081] [solver_node]: 当前位置: x=4.064, y=0.008, angle=3.087
[INFO] [1754207311.039897450] [solver_node]: 激光距离数据: [0.518 6.716 4.1   5.254 5.267]
[INFO] [1754207311.043472767] [solver_node]: 角度求解器返回 1 个解
[INFO] [1754207311.045640716] [solver_node]: 有效解: x=4.543, y=0.968, 距离=1.073
[INFO] [1754207311.046505656] [solver_node]: 选择最佳解: x=4.543, y=0.968, 距离=1.073
[INFO] [1754207311.047810970] [solver_node]: 发布laser_dist_link变换: x=4.543, y=0.968, angle=3.087
[INFO] [1754207311.048520509] [solver_node]: 成功发布laser_dist_link变换
[INFO] [1754207311.050719084] [solver_node]: 收到5个激光点，处理后5个有效点
[INFO] [1754207311.056354600] [solver_node]: 当前位置: x=4.058, y=0.016, angle=3.087
[INFO] [1754207311.058328972] [solver_node]: 激光距离数据: [0.518 6.716 4.1   5.254 5.267]
[INFO] [1754207311.064504292] [solver_node]: 角度求解器返回 1 个解
[INFO] [1754207311.070049851] [solver_node]: 有效解: x=4.543, y=0.968, 距离=1.069
[INFO] [1754207311.072378481] [solver_node]: 选择最佳解: x=4.543, y=0.968, 距离=1.069
[INFO] [1754207311.074695622] [solver_node]: 发布laser_dist_link变换: x=4.543, y=0.968, angle=3.087
[INFO] [1754207311.077605528] [solver_node]: 成功发布laser_dist_link变换
[INFO] [1754207311.090533156] [solver_node]: 收到5个激光点，处理后5个有效点
[INFO] [1754207311.093756263] [solver_node]: 收到5个激光点，处理后5个有效点
[INFO] [1754207311.135354553] [solver_node]: 当前位置: x=4.060, y=0.009, angle=3.086
[INFO] [1754207311.146556654] [solver_node]: 激光距离数据: [0.518 6.716 4.1   5.254 5.267]
[INFO] [1754207311.150274954] [solver_node]: 角度求解器返回 1 个解
[INFO] [1754207311.151031152] [solver_node]: 有效解: x=4.543, y=0.967, 距离=1.073
[INFO] [1754207311.151759157] [solver_node]: 选择最佳解: x=4.543, y=0.967, 距离=1.073
[INFO] [1754207311.153438025] [solver_node]: 发布laser_dist_link变换: x=4.543, y=0.967, angle=3.086
[INFO] [1754207311.154128844] [solver_node]: 成功发布laser_dist_link变换
[INFO] [1754207311.156206325] [solver_node]: 收到5个激光点，处理后5个有效点
[INFO] [1754207311.188194307] [solver_node]: 当前位置: x=4.059, y=0.011, angle=3.087
[INFO] [1754207311.198220220] [solver_node]: 激光距离数据: [0.518 6.716 4.1   5.254 5.267]
[INFO] [1754207311.233076506] [solver_node]: 角度求解器返回 1 个解
[INFO] [1754207311.246495679] [solver_node]: 有效解: x=4.543, y=0.968, 距离=1.073
[INFO] [1754207311.247460240] [solver_node]: 选择最佳解: x=4.543, y=0.968, 距离=1.073
